nflId,position,team,avg_speed,max_speed,avg_acceleration,direction_changes,week
47844.0,SS,LA,1.6304351827504602,8.3,1.0085813831185906,962,2
47862.0,CB,LA,1.4877526059763724,8.98,0.9491646977067407,1007,2
47871.0,MLB,SEA,1.542934921310081,8.23,1.1642418119948958,1974,2
47939.0,OLB,LA,1.3075382447665058,8.07,0.9562318840579709,908,2
47941.0,CB,SEA,1.5472776194998417,8.95,1.0714456051493089,1782,2
48008.0,OLB,SEA,1.1713867966326983,7.6,1.0015152857775809,504,2
48026.0,SS,LA,1.5036317135549873,8.7,0.958015577772611,1252,2
48581.0,SS,LV,1.4839503139503143,7.88,0.9367076167076167,610,2
49410.0,FS,ARI,1.5705070733051623,9.55,1.039571008634944,1423,2
52272.0,CB,ATL,1.7704221894943544,9.12,1.1898330878743248,322,2
52416.0,MLB,ARI,1.9774828209764919,9.73,1.1568065099457503,423,2
52424.0,CB,ATL,1.4021010256975848,7.59,1.0349365832138524,1772,2
52435.0,ILB,SEA,1.4097895277207395,8.97,1.1152864476386037,2078,2
52456.0,OLB,SEA,1.1810962133490497,7.78,0.8214851922793576,1408,2
52492.0,OLB,LA,0.937999601514246,7.96,0.82810121538155,998,2
52527.0,ILB,ATL,1.2717503454629202,8.68,0.986283740211884,2014,2
52542.0,FS,ATL,1.4537610976594026,8.26,1.103225181598063,1147,2
52547.0,CB,LV,1.4920928729689806,8.96,1.0349039881831612,1936,2
52607.0,FS,LA,1.607729720907459,9.29,1.0791104945323975,1081,2
52835.0,OLB,LA,0.7120707070707071,3.29,0.5107575757575757,32,2
52945.0,CB,ARI,1.8215116428663323,8.26,1.2107037179981988,1185,2
53445.0,OLB,ARI,1.2345101060455002,8.85,0.9859041058642255,2078,2
53469.0,SS,ATL,1.5177199447259329,9.31,1.0196001842468907,1698,2
53509.0,MLB,LV,1.2815357031493608,8.44,1.0996835048331772,2912,2
53532.0,ILB,LA,1.294986426456071,8.43,1.012366732477789,1649,2
53537.0,CB,ATL,1.4858663697104677,8.71,1.0244966592427616,662,2
53559.0,CB,LA,1.7803428571428572,8.66,1.0772952380952379,99,2
53565.0,CB,ARI,1.6706852838508175,7.67,1.1678008451221753,1835,2
53596.0,CB,LV,1.437867165575304,9.16,0.9781244153414407,2153,2
53611.0,OLB,ATL,1.0401171480508986,9.06,0.8575661482528781,960,2
53639.0,OLB,ARI,1.1778576751117735,7.98,1.0062295081967214,484,2
54503.0,OLB,ATL,1.083841463414634,6.79,0.929380081300813,1333,2
54505.0,OLB,SEA,1.2247277305634245,6.14,1.0954579792256847,804,2
54523.0,ILB,ATL,1.3257411587659893,8.61,1.0841008276899924,284,2
54547.0,OLB,ATL,1.0221982281284607,7.57,0.8690808416389811,338,2
54552.0,OLB,ARI,1.1308252427184466,5.36,0.7886407766990293,36,2
54574.0,CB,SEA,1.6198314277338022,9.64,1.1806009967751392,1240,2
54607.0,CB,LA,1.9644431554524362,9.96,1.1484222737819025,524,2
54618.0,CB,SEA,1.580758678906827,10.39,1.054272449087264,1690,2
54750.0,OLB,LA,1.0696987951807229,4.38,0.9079216867469879,47,2
35459.0,SS,DEN,1.5254293628808862,9.46,1.018016620498615,929,3
37792.0,ILB,SEA,0.4605405405405405,1.32,0.6617117117117118,35,3
38577.0,ILB,LA,1.1822341707611013,8.04,0.9388810605358302,2111,3
38592.0,CB,ATL,1.7407546811139625,9.87,1.0376713240186295,1666,3
38868.0,FS,SF,1.7020708839892849,9.03,1.0866999793941892,1496,3
41403.0,OLB,ARI,1.2620108243130723,6.4,0.9279683597002496,431,3
42030.0,CB,DEN,1.5764677145284622,7.71,1.2162999150382328,813,3
42393.0,CB,DEN,1.523408587257618,9.83,1.030180055401662,1112,3
42401.0,OLB,ARI,1.45033040995309,8.38,1.0691658168468285,974,3
42403.0,OLB,DEN,1.3481953051643194,8.75,0.9048112676056338,1061,3
42543.0,FS,SEA,1.6170002063131834,9.78,0.8956994016917681,1471,3
43294.0,CB,LA,1.3212207388441843,9.53,0.9165316386247258,1827,3
43376.0,ILB,ARI,1.4128735232800556,8.38,1.0038811674774148,529,3
44848.0,SS,ARI,1.7654539376922045,9.64,1.1397192137986363,1030,3
44873.0,FS,SEA,1.7252671755725189,9.63,0.9841541159480091,1321,3
45008.0,ILB,ARI,1.3757401177460051,7.86,0.9494280908326324,474,3
46074.0,OLB,DEN,1.360416291223644,8.16,1.0884105244188143,1322,3
46091.0,ILB,ATL,1.3846564014827487,8.7,1.0148284383613724,2726,3
46117.0,OLB,SEA,1.2451466628879126,8.59,0.9390661754286523,2125,3
46135.0,OLB,ATL,1.256156207366985,7.66,0.9935038653933607,2660,3
46139.0,ILB,SF,1.1667923763179238,7.96,1.002713909164639,2040,3
46164.0,SS,SF,1.5795569620253165,5.57,1.0517088607594938,21,3
46175.0,ILB,DEN,1.5809703504043129,8.75,1.2029634621144056,1329,3
46349.0,FS,SF,0.9780672268907563,5.15,0.9468067226890756,28,3
46354.0,CB,SF,1.6238193945613133,9.9,1.0174335556695742,1567,3
46521.0,ILB,ARI,1.5475037593984964,8.26,1.0510877192982457,414,3
46657.0,OLB,ARI,1.460117035110533,9.03,1.0745643693107934,393,3
46686.0,CB,LA,1.431292981629769,9.35,1.0923539802166746,1633,3
46757.0,CB,SF,1.5823803991973808,9.6,1.0254335199070652,1441,3
46823.0,CB,ATL,1.79173880316146,9.13,1.2011479111780203,489,3
47816.0,CB,ARI,1.9381468110709987,9.47,1.185229308731114,1092,3
47844.0,SS,LA,1.5316349670811997,8.1,1.0821333211411852,1746,3
47871.0,MLB,SEA,1.5523509387249845,8.83,1.0835640602434495,2108,3
47931.0,ILB,SF,1.2790196674776968,8.57,1.0856336171938363,2278,3
47939.0,OLB,LA,1.204075471698113,8.25,0.9979979035639412,904,3
47941.0,CB,SEA,1.5957592325149577,9.97,0.993271095523004,2226,3
48008.0,OLB,SEA,1.2567761017450458,7.76,0.989997042295179,1054,3
48026.0,SS,LA,1.4608037673738112,8.67,1.017549378200439,1805,3
48117.0,OLB,SF,1.2212090007627765,7.42,1.1349618611746757,589,3
48268.0,ILB,SF,1.398312074829932,7.25,1.1133248299319727,476,3
48447.0,FS,DEN,1.7871081967213116,8.38,1.2152590163934427,233,3
49410.0,FS,ARI,1.9244751972188798,10.01,1.1438334001871908,1005,3
52272.0,CB,ATL,2.035858695652174,9.06,1.3943333333333332,521,3
52416.0,MLB,ARI,1.9936635780470422,9.6,1.3371168923734855,492,3
52424.0,CB,ATL,1.8235234293318126,8.92,1.1016804486265563,1877,3
52435.0,ILB,SEA,1.4834863821350308,10.12,1.019920692893666,2220,3
52456.0,OLB,SEA,1.152634832328852,6.81,0.8186014526348323,1993,3
52492.0,OLB,LA,1.1068211586901764,6.83,0.9705675902602854,1163,3
52512.0,FS,LA,1.4424208772903944,8.55,1.0283120488617434,682,3
52527.0,ILB,ATL,1.445674365554605,8.64,1.0810455279916358,2972,3
52542.0,FS,ATL,1.798733960650128,8.54,1.1442552989259576,1702,3
52706.0,ILB,DEN,1.6250608998260005,7.86,1.3446656723837933,846,3
52764.0,CB,DEN,2.3146385542168675,7.35,1.528433734939759,63,3
52835.0,OLB,LA,1.3621951219512196,4.71,0.8823902439024389,39,3
52945.0,CB,ARI,1.8873233886856178,9.5,1.2890458767238953,1200,3
53438.0,CB,DEN,1.621713296398892,10.21,1.0120637119113574,1142,3
53445.0,OLB,ARI,1.4598431680062733,8.48,1.0294177612232895,977,3
53469.0,SS,ATL,1.7017232202262145,9.24,1.064781864841745,1551,3
53532.0,ILB,LA,1.352076453964004,7.87,1.0372616391491893,1233,3
53534.0,ILB,DEN,1.3810578446909667,7.57,1.1013153724247227,481,3
53559.0,CB,LA,1.497869884575026,6.41,0.999317943336831,183,3
53565.0,CB,ARI,1.8928011766278914,8.66,1.1997700227303116,1270,3
53581.0,SS,DEN,1.7197657500363743,8.74,1.1177797177360687,929,3
53601.0,CB,SF,1.6340871934604906,8.79,1.1900146719765248,916,3
53609.0,SS,SF,1.6652412814274131,8.08,1.129367396593674,1378,3
53611.0,OLB,ATL,1.3237139245839478,6.88,1.0758879292184538,1342,3
53639.0,OLB,ARI,1.1220698924731183,6.07,1.0495967741935481,63,3
54503.0,OLB,ATL,1.304039518645075,8.56,1.0590967166839995,2119,3
54505.0,OLB,SEA,1.3808904747130004,7.66,1.0383617747440272,964,3
54523.0,ILB,ATL,1.5619269703543022,7.88,1.208347794649313,759,3
54529.0,OLB,DEN,1.6604284559417946,7.78,1.208294260307195,328,3
54547.0,OLB,ATL,1.3675246376811596,7.37,1.0412057971014492,596,3
54552.0,OLB,ARI,1.6419002375296912,6.44,1.0291211401425178,68,3
54574.0,CB,SEA,1.6926650660264106,9.95,1.061125450180072,1398,3
54618.0,CB,SEA,1.7261739220136165,10.43,1.023752836806272,2095,3
54637.0,CB,SF,1.5270289855072463,4.75,1.5907608695652171,71,3
54677.0,CB,LA,1.386365821897225,9.89,0.9485024541720926,1715,3
55175.0,ILB,ATL,1.3893649579188982,7.28,1.0952486610558532,460,3
37792.0,ILB,SEA,0.7234999999999999,3.41,0.8950833333333333,20,4
38577.0,ILB,LA,1.2863335143943508,7.64,1.0514217816404128,1562,4
38868.0,FS,SF,1.7239894853907591,8.21,1.0782559902942068,1450,4
39941.0,FS,ARI,1.2264646464646465,4.91,1.3057575757575757,30,4
41403.0,OLB,ARI,1.3640784313725491,7.95,1.0503843137254902,226,4
42368.0,ILB,CAR,1.3298449718754286,8.91,0.9853861983811222,1427,4
42401.0,OLB,ARI,1.3702388749759198,7.02,1.0471161625890966,1186,4
42470.0,MLB,CAR,1.3664945295404813,8.48,1.0530940919037197,480,4
42543.0,FS,SEA,1.7818605997452817,9.74,0.9740361236540466,918,4
43294.0,CB,LA,1.4257489587821341,9.07,1.0053468332615252,1118,4
43376.0,ILB,ARI,1.2117326732673268,7.85,0.7520132013201319,105,4
43797.0,OLB,CAR,1.1337603993344425,7.23,0.9044806275255527,977,4
44848.0,SS,ARI,1.8255200243642455,8.6,1.0132617633622658,719,4
44855.0,CB,SEA,1.8783102591409304,8.52,1.1984167554135605,408,4
44873.0,FS,SEA,1.9857495881383855,9.13,1.1699711696869852,790,4
44888.0,ILB,DET,1.2687019686282763,9.74,0.9653058216654383,1938,4
45004.0,FS,CAR,1.5799956700584543,8.85,1.0583199826802339,1441,4
45008.0,ILB,ARI,1.5120243902439026,7.53,1.1654390243902437,258,4
46099.0,CB,DET,1.7713286077789892,9.12,1.1092802617230098,969,4
46117.0,OLB,SEA,1.2337886701486542,9.52,0.9261751707513057,1473,4
46124.0,CB,CAR,1.489716331217074,9.27,0.931280561934351,1459,4
46139.0,ILB,SF,1.407754524315034,8.27,1.160456981093924,2078,4
46205.0,OLB,CAR,1.3950238008055658,7.89,0.920523617722446,596,4
46259.0,FS,DET,1.735679545215286,10.18,1.071447520791662,1333,4
46354.0,CB,SF,1.6312678192296026,8.71,1.0157365281569102,1718,4
46521.0,ILB,ARI,1.2411905600563578,7.21,0.985213103205354,678,4
46527.0,ILB,CAR,1.2252027507706902,8.92,1.0005489684609914,1968,4
46657.0,OLB,ARI,1.5972883487007545,8.47,1.2763788767812239,510,4
46680.0,SS,CAR,1.845813734713076,8.45,1.1219253684540607,587,4
46686.0,CB,LA,1.7706127686878408,8.63,1.2807218479307028,561,4
46711.0,SS,SEA,1.6806195786864933,9.09,1.15563073110285,709,4
46757.0,CB,SF,1.5327196441209177,8.47,1.0082610453948035,1579,4
46958.0,OLB,DET,1.4636390017411491,8.11,1.0235751596053395,358,4
47799.0,OLB,CAR,1.033830989163016,7.49,0.7175732072861425,1576,4
47816.0,CB,ARI,1.8645774326176336,8.54,1.0834033805390588,869,4
47823.0,CB,ARI,1.8806976744186048,9.2,1.250607822410148,356,4
47844.0,SS,LA,1.5514679882132334,8.74,1.1488909724082506,623,4
47864.0,SS,DET,1.365089463220676,9.06,0.9528495692511596,255,4
47871.0,MLB,SEA,1.7788273985030618,9.67,1.2435359491948288,901,4
47929.0,CB,DET,1.6108397318708103,9.69,1.024750761730652,1291,4
47931.0,ILB,SF,1.3733201900717824,9.61,1.083604286725306,2298,4
47939.0,OLB,LA,1.1935166835187059,7.02,1.0332861476238624,1167,4
47941.0,CB,SEA,1.8162350877192983,9.17,1.1220894736842104,845,4
48008.0,OLB,SEA,1.182147205312673,5.32,0.9512506917542888,357,4
48026.0,SS,LA,1.471738042269188,8.54,1.0800653503893214,1307,4
49410.0,FS,ARI,1.83603928734582,8.43,1.1391046139789858,830,4
52411.0,CB,DET,1.5903768817770292,10.05,0.9630392672912939,1715,4
52416.0,MLB,ARI,1.804729248641559,9.14,1.2191811879332959,943,4
52417.0,CB,CAR,1.4859734991887508,10.35,0.9815062195781504,761,4
52435.0,ILB,SEA,1.5130566168808612,8.35,1.0757438925552854,1682,4
52446.0,OLB,CAR,0.9171569212410501,6.99,0.67756861575179,1443,4
52456.0,OLB,SEA,1.3419248120300753,8.43,0.9544135338345865,741,4
52472.0,FS,CAR,1.817034383954155,7.44,1.261160458452722,113,4
52475.0,OLB,DET,1.407013590844063,8.2,1.0469456366237482,613,4
52492.0,OLB,LA,1.3978929904603898,7.84,0.9722646204894235,467,4
52512.0,FS,LA,3.034754098360656,7.93,2.205464480874317,17,4
52607.0,FS,LA,1.697457264957265,9.34,1.219106449106449,996,4
52835.0,OLB,LA,1.7980813953488375,6.42,1.0231976744186047,43,4
52852.0,FS,CAR,1.505061895115913,9.07,1.0672676119738915,1915,4
53437.0,CB,CAR,1.4546082293718536,8.71,0.958724009630116,1698,4
53445.0,OLB,ARI,1.3813095781940001,8.83,1.0283843459722857,1203,4
53532.0,ILB,LA,1.5494056603773583,8.66,1.1416207547169812,969,4
53542.0,ILB,DET,1.3004395997140816,8.5,1.0526054324517513,568,4
53559.0,CB,LA,1.3042394014962593,3.98,0.939501246882793,60,4
53565.0,CB,ARI,1.8355643166357452,8.32,1.1314424860853431,1091,4
53601.0,CB,SF,1.828192296026691,9.43,1.237988069962592,1847,4
53609.0,SS,SF,1.6689404509149735,10.27,1.1240440804772016,1697,4
53639.0,OLB,ARI,1.6145647558386413,5.66,1.2996815286624204,118,4
54505.0,OLB,SEA,1.5259575596816977,7.69,1.1099867374005303,757,4
54552.0,OLB,ARI,1.462645348837209,7.68,0.9523546511627908,218,4
54562.0,FS,DET,1.771170649542057,9.15,1.1203842509737867,1500,4
54574.0,CB,SEA,1.9289295075182786,9.75,1.1577803835011726,1098,4
54618.0,CB,SEA,2.03532112246096,10.72,1.1725184924269108,1340,4
54653.0,ILB,DET,1.4866465033933314,8.16,1.1171614045441132,1373,4
54677.0,CB,LA,1.5554393770856507,8.9,1.0117839265850945,1305,4
37724.0,CB,NO,1.860518207282913,7.1,1.2116246498599441,102,5
38577.0,ILB,LA,0.8772598126907293,7.15,0.760340944964748,1995,5
38607.0,MLB,NO,1.1474911738746694,10.24,0.8239706531332746,1633,5
38868.0,FS,SF,1.7646115527291995,8.98,1.099638579756227,1526,5
39941.0,FS,ARI,1.7914788732394367,7.98,1.094774647887324,88,5
39984.0,CB,PHI,1.474055050380929,9.66,1.1080437453919882,1400,5
40017.0,FS,NO,1.4759311562224184,9.07,1.023709179170344,1349,5
41235.0,OLB,DAL,1.3467899584076055,7.79,1.0147251931075458,1351,5
41256.0,FS,SF,2.2390419161676642,5.64,1.6698203592814371,15,5
41257.0,CB,NO,1.5015798045602604,9.22,0.9125162866449513,784,5
41403.0,OLB,ARI,1.2744014336917562,7.5,0.9684301075268817,478,5
41502.0,FS,NO,1.3598660714285715,5.97,0.885357142857143,37,5
41947.0,ILB,SEA,1.063016077170418,6.61,1.001016077170418,357,5
42346.0,OLB,DAL,1.3940723669048165,7.54,1.0812837059230238,871,5
42368.0,ILB,CAR,1.5914597527125915,8.47,1.1232235680040372,1674,5
42401.0,OLB,ARI,1.2067776689520078,7.42,0.954590737372324,1318,5
42470.0,MLB,CAR,1.5208096403690454,8.67,1.1471794389003953,1221,5
42543.0,FS,SEA,1.621646786870088,9.23,0.945788257050393,1232,5
43294.0,CB,LA,1.51149045605212,7.95,0.890145159446794,1189,5
43314.0,CB,SEA,1.970637432188065,9.23,0.9837703435804701,290,5
43351.0,CB,PHI,1.5041066601130502,8.87,1.0276222659130008,1433,5
43407.0,SS,CAR,1.7380254857431239,9.61,1.1615278829169822,1559,5
43478.0,CB,DAL,1.3782771260997069,9.61,0.9339461143695014,1766,5
43533.0,FS,DAL,1.6206291975963236,8.59,0.9761670790620949,1163,5
43797.0,OLB,CAR,1.5445281352510725,8.23,1.1447501892505678,1870,5
43986.0,CB,ARI,1.5067063098777669,9.08,0.9403336636934257,474,5
44823.0,CB,NO,1.4470275449101797,9.16,0.9310407185628743,1264,5
44825.0,OLB,PHI,1.433521336420774,7.6,1.1616738339397947,1165,5
44827.0,FS,DAL,1.7547813336733393,8.53,1.1474920311105445,1412,5
44848.0,SS,ARI,1.6570672733761598,8.73,1.0608690221270523,1505,5
44862.0,FS,NO,1.7264805825242717,9.6,1.0089993380406002,1243,5
44873.0,FS,SEA,1.8136769394261425,7.76,1.002077577045696,174,5
44904.0,CB,DAL,1.5589901026392958,9.74,1.0114396994134895,1878,5
45008.0,ILB,ARI,0.9724102209944752,8.29,0.8810704419889502,355,5
46083.0,OLB,NO,1.1255546357615895,7.8,0.7878493377483444,1233,5
